Claim_ID,Policy_ID,Customer_ID,Claim_Date,Claim_Type,Claim_Amount,Approved_Amount,Claim_Status,Settlement_Date,Provider,Fraud_Score,Fraud_Risk,Claim_TAT_Days
3000914,2004050,1004050,03-11-26,Property Damage,21583,15370,Settled,04-05-26,Apollo Partner,64,Medium Risk,25
3000922,2004076,1004076,5-17-2025,Damage,17626,12667,Settled,06-10-25,Apollo Partner,59,Medium Risk,24
3000931,2004122,1004122,5-18-2024,Accident,23498,15965,Settled,07-11-24,Apollo Partner,63,Medium Risk,54
3000971,2004310,1004310,3-29-2026,Damage,28978,22797,Settled,05-04-26,Apollo Partner,65,Medium Risk,36
3000996,2004406,1004406,8-26-2025,Travel Delay,44286,37416,Settled,10-27-2025,Local Provider,65,Medium Risk,62
3001053,2004649,1004649,02-11-25,Fire,41887,34234,Settled,3-13-2025,Apollo Partner,59,Medium Risk,30
3001074,2004739,1004739,7-29-2026,Accident,5918,4408,Settled,8-23-2026,Fortis Partner,64,Medium Risk,25
3001140,2005043,1005043,6-14-2026,Property Damage,49031,46267,Settled,6-23-2026,City Care,59,Medium Risk,9
3001204,2005299,1005299,09-12-24,Accident,21303,18480,Settled,10-15-2024,Fortis Partner,57,Medium Risk,33
3001209,2005308,1005308,7-28-2025,Accident,18388,15687,Settled,8-19-2025,City Care,60,Medium Risk,22
3001251,2005484,1005484,10-15-2025,Accident,12683,9213,Settled,10-29-2025,Max Partner,58,Medium Risk,14
3001330,2005785,1005785,06-01-26,Fire,12495,8730,Settled,6-13-2026,Fortis Partner,54,Medium Risk,12
3001365,2005922,1005922,1-30-2025,Accident,13352,9734,Settled,03-01-25,Local Provider,52,Medium Risk,30
3001437,2006244,1006244,3-23-2025,Property Damage,97659,66785,Settled,5-14-2025,Apollo Partner,63,Medium Risk,52
3001524,2006560,1006560,7-21-2024,Property Damage,25016,24949,Settled,09-06-24,Local Provider,54,Medium Risk,47
3001539,2006633,1006633,3-28-2026,Damage,21494,15493,Settled,5-17-2026,Apollo Partner,68,Medium Risk,50
3001671,2007266,1007266,09-01-25,Damage,16696,14342,Settled,9-26-2025,Prime Garage,59,Medium Risk,25
3001732,2007553,1007553,08-09-25,Property Damage,3023,2400,Settled,09-01-25,Local Provider,52,Medium Risk,23
3001787,2007768,1007768,10-17-2025,Damage,114190,100347,Settled,11-30-2025,Apollo Partner,69,Medium Risk,44
3001789,2007774,1007774,04-02-25,Travel Delay,49160,41703,Settled,06-12-25,City Care,65,Medium Risk,71
3001815,2007884,1007884,11-17-2024,Hospitalization,15846,14135,Settled,1-15-2025,Prime Garage,60,Medium Risk,59
3001820,2007912,1007912,1-24-2025,Theft,123923,91754,Settled,03-01-25,City Care,59,Medium Risk,36
3001873,2008130,1008130,3-29-2025,Hospitalization,24496,22719,Settled,04-12-25,City Care,60,Medium Risk,14
3001892,2008253,1008253,10-31-2024,Accident,77818,71015,Settled,11-10-24,Metro Hospital,60,Medium Risk,10
3001898,2008276,1008276,08-02-26,Accident,17598,14911,Settled,8-24-2026,Fortis Partner,52,Medium Risk,22
3002062,2008967,1008967,7-22-2024,Theft,6966,6459,Settled,8-31-2024,Fortis Partner,65,Medium Risk,40
3002150,2009394,1009394,7-23-2025,Hospitalization,70228,53283,Settled,08-12-25,Apollo Partner,58,Medium Risk,20
3002156,2009413,1009413,8-21-2025,Damage,29006,27804,Settled,9-15-2025,AutoCare Garage,66,Medium Risk,25
3002226,2009707,1009707,7-13-2024,Accident,13850,11507,Settled,9-21-2024,City Care,62,Medium Risk,70
3002263,2009868,1009868,3-29-2026,Hospitalization,21435,18195,Settled,06-02-26,AutoCare Garage,66,Medium Risk,65
3002269,2009888,1009888,10-29-2025,Travel Delay,10738,8657,Settled,11-05-25,Local Provider,59,Medium Risk,7
3002275,2009913,1009913,7-18-2025,Property Damage,17182,12180,Settled,8-21-2025,Metro Hospital,66,Medium Risk,34
3002341,2010158,1010158,4-21-2026,Theft,25135,17031,Settled,5-16-2026,City Care,56,Medium Risk,25
3002384,2010370,1010370,12-02-25,Fire,58382,43998,Settled,01-10-26,Metro Hospital,54,Medium Risk,39
3002557,2011187,1011187,6-13-2025,Travel Delay,20028,13876,Settled,7-27-2025,Prime Garage,67,Medium Risk,44
3002561,2011224,1011224,10-29-2025,Accident,11786,9175,Settled,12-26-2025,Max Partner,56,Medium Risk,58
3002564,2011233,1011233,8-26-2025,Property Damage,16358,13123,Settled,9-25-2025,Prime Garage,63,Medium Risk,30
3002574,2011272,1011272,03-11-26,Travel Delay,31818,21968,Settled,04-09-26,Apollo Partner,65,Medium Risk,29
3002601,2011385,1011385,3-25-2026,Hospitalization,52878,41721,Settled,5-30-2026,AutoCare Garage,57,Medium Risk,66
3002602,2011386,1011386,10-14-2024,Theft,25634,22991,Settled,11-22-2024,Apollo Partner,69,Medium Risk,39
3002682,2011713,1011713,04-02-26,Accident,18250,13762,Settled,05-12-26,Local Provider,59,Medium Risk,40
3002774,2012122,1012122,03-01-25,Property Damage,30853,23583,Settled,4-21-2025,Max Partner,64,Medium Risk,51
3002805,2012290,1012290,3-31-2026,Hospitalization,12703,11252,Settled,4-27-2026,AutoCare Garage,54,Medium Risk,27
3002891,2012628,1012628,9-29-2026,Fire,26471,23933,Settled,10-05-26,City Care,52,Medium Risk,6
3002923,2012735,1012735,11-02-25,Travel Delay,91968,86213,Settled,12-29-2025,Fortis Partner,64,Medium Risk,57
3002967,2012896,1012896,9-13-2025,Fire,14931,13927,Settled,10-01-25,Prime Garage,62,Medium Risk,18
3002975,2012923,1012923,3-18-2025,Theft,21777,18739,Settled,05-01-25,Metro Hospital,67,Medium Risk,44
3002998,2013021,1013021,6-20-2025,Accident,6608,4727,Settled,8-30-2025,Apollo Partner,52,Medium Risk,71
3003000,2013030,1013030,8-21-2025,Property Damage,9037,8079,Settled,10-12-25,Metro Hospital,63,Medium Risk,52
3003002,2013042,1013042,3-16-2026,Travel Delay,11584,7795,Settled,5-25-2026,Fortis Partner,56,Medium Risk,70
3003008,2013070,1013070,10-27-2024,Hospitalization,30197,26152,Settled,12-14-2024,Apollo Partner,52,Medium Risk,48
3003024,2013154,1013154,11-10-24,Travel Delay,17908,12294,Settled,12-28-2024,Prime Garage,68,Medium Risk,48
3003036,2013194,1013194,10-13-2025,Travel Delay,8083,5950,Settled,11-24-2025,Fortis Partner,58,Medium Risk,42
3003103,2013475,1013475,10-31-2024,Damage,54830,44746,Settled,12-08-24,Prime Garage,58,Medium Risk,38
3003211,2014017,1014017,12-19-2024,Damage,27182,26051,Settled,1-16-2025,AutoCare Garage,57,Medium Risk,28
3003228,2014082,1014082,8-24-2025,Damage,66597,47487,Settled,9-29-2025,Metro Hospital,69,Medium Risk,36
3003320,2014529,1014529,05-07-25,Property Damage,16317,12015,Settled,05-10-25,Metro Hospital,56,Medium Risk,3
3003375,2014774,1014774,09-10-24,Theft,103359,75113,Settled,11-03-24,Max Partner,57,Medium Risk,54
3003394,2014879,1014879,2-22-2026,Accident,61470,47834,Settled,4-14-2026,Fortis Partner,59,Medium Risk,51
3003395,2014880,1014880,4-24-2025,Hospitalization,30267,23854,Settled,5-29-2025,AutoCare Garage,65,Medium Risk,35
3003541,2015488,1015488,03-08-25,Travel Delay,19093,15436,Settled,4-22-2025,Fortis Partner,66,Medium Risk,45
3003631,2015850,1015850,12-14-2025,Theft,13861,10660,Settled,2-23-2026,City Care,65,Medium Risk,71
3003652,2015919,1015919,9-28-2024,Travel Delay,8475,5683,Settled,12-11-24,Local Provider,64,Medium Risk,74
3003728,2016249,1016249,9-22-2024,Theft,11854,9054,Settled,10-06-24,Max Partner,56,Medium Risk,14
3003801,2016621,1016621,10-11-25,Accident,32283,24710,Settled,12-08-25,Apollo Partner,64,Medium Risk,58
3003843,2016842,1016842,2-26-2026,Theft,20986,18386,Settled,04-07-26,City Care,59,Medium Risk,40
3003844,2016845,1016845,04-08-24,Hospitalization,5573,5569,Settled,6-18-2024,Max Partner,62,Medium Risk,71
3003898,2017109,1017109,08-04-24,Hospitalization,34625,27132,Settled,10-01-24,City Care,65,Medium Risk,58
3003913,2017166,1017166,04-11-26,Hospitalization,37439,25323,Settled,06-08-26,Local Provider,52,Medium Risk,58
3003979,2017492,1017492,9-22-2025,Theft,38108,36006,Settled,11-26-2025,Metro Hospital,59,Medium Risk,65
3003980,2017494,1017494,3-14-2025,Accident,6616,4848,Settled,5-17-2025,Metro Hospital,54,Medium Risk,64
3004011,2017648,1017648,5-23-2026,Property Damage,6593,4642,Settled,5-26-2026,Prime Garage,60,Medium Risk,3
3004022,2017684,1017684,05-02-26,Damage,14066,9965,Settled,07-06-26,Max Partner,52,Medium Risk,65
3004069,2017849,1017849,11-28-2025,Damage,35411,32470,Settled,12-14-2025,Max Partner,52,Medium Risk,16
3004094,2017981,1017981,10-05-25,Accident,48487,35687,Settled,11-12-25,City Care,54,Medium Risk,38
3004130,2018118,1018118,05-04-24,Theft,11394,10247,Settled,6-24-2024,Local Provider,59,Medium Risk,51
3004213,2018450,1018450,10-15-2025,Damage,27305,20186,Settled,12-05-25,AutoCare Garage,57,Medium Risk,51
3004261,2018665,1018665,09-09-25,Travel Delay,22970,22260,Settled,10-08-25,Max Partner,52,Medium Risk,29
3004321,2018968,1018968,10-11-25,Property Damage,23461,16373,Settled,11-23-2025,City Care,65,Medium Risk,43
3004330,2019030,1019030,01-02-25,Hospitalization,79822,52085,Settled,1-30-2025,Local Provider,57,Medium Risk,28
3004352,2019114,1019114,06-12-25,Travel Delay,33261,27788,Settled,08-03-25,Fortis Partner,57,Medium Risk,52
3004394,2019333,1019333,01-05-26,Hospitalization,24591,18027,Settled,3-16-2026,Apollo Partner,52,Medium Risk,70
3004411,2019399,1019399,7-31-2024,Property Damage,34609,31394,Settled,08-08-24,Apollo Partner,58,Medium Risk,8
3004441,2019578,1019578,02-07-26,Travel Delay,4841,4635,Settled,2-16-2026,Prime Garage,54,Medium Risk,9
3004465,2019686,1019686,5-31-2024,Damage,57238,43408,Settled,7-13-2024,Metro Hospital,57,Medium Risk,43
3004479,2019738,1019738,2-20-2024,Fire,70020,68582,Settled,3-14-2024,City Care,62,Medium Risk,23
3004517,2019892,1019892,01-06-26,Travel Delay,50614,34106,Settled,3-20-2026,Apollo Partner,62,Medium Risk,73
3004608,2020299,1020299,11-05-25,Theft,24396,24186,Settled,11-15-2025,Local Provider,52,Medium Risk,10
3004636,2020417,1020417,4-29-2025,Fire,24519,23705,Settled,06-08-25,Fortis Partner,57,Medium Risk,40
3004659,2020538,1020538,11-22-2024,Property Damage,24007,19841,Settled,12-13-2024,Metro Hospital,56,Medium Risk,21
3004667,2020573,1020573,12-30-2025,Damage,16308,15179,Settled,02-07-26,Max Partner,62,Medium Risk,39
3004693,2020690,1020690,11-21-2024,Fire,33637,23408,Settled,12-30-2024,Max Partner,59,Medium Risk,39
3004745,2020963,1020963,6-18-2026,Travel Delay,21622,14629,Settled,8-30-2026,Fortis Partner,69,Medium Risk,73
3004763,2021040,1021040,3-17-2026,Fire,70853,67981,Settled,3-29-2026,Prime Garage,56,Medium Risk,12
3004888,2021651,1021651,11-21-2024,Hospitalization,34836,30290,Settled,1-22-2025,Fortis Partner,52,Medium Risk,62
3005017,2022189,1022189,10-26-2024,Property Damage,29067,28315,Settled,12-30-2024,Metro Hospital,59,Medium Risk,65
3005043,2022331,1022331,10-09-24,Hospitalization,20307,13313,Settled,11-09-24,AutoCare Garage,60,Medium Risk,31
3005064,2022414,1022414,2-16-2026,Fire,15008,14594,Settled,03-05-26,AutoCare Garage,56,Medium Risk,17
3005136,2022782,1022782,4-22-2024,Hospitalization,5244,3800,Settled,06-04-24,Fortis Partner,58,Medium Risk,43
3005205,2023088,1023088,2-15-2026,Damage,66464,58439,Settled,4-24-2026,Fortis Partner,52,Medium Risk,68
3005235,2023211,1023211,10-20-2025,Damage,4742,4182,Settled,12-20-2025,Local Provider,57,Medium Risk,61
3005252,2023302,1023302,10-07-24,Travel Delay,87657,70034,Settled,11-25-2024,Apollo Partner,60,Medium Risk,49
3005255,2023311,1023311,10-25-2024,Fire,9456,8494,Settled,12-29-2024,Metro Hospital,56,Medium Risk,65
3005265,2023387,1023387,3-27-2026,Damage,16730,14051,Settled,4-28-2026,Fortis Partner,58,Medium Risk,32
3005288,2023447,1023447,11-05-25,Fire,4285,3672,Settled,11-26-2025,Local Provider,59,Medium Risk,21
3005299,2023501,1023501,10-10-25,Hospitalization,4372,2918,Settled,12-14-2025,Prime Garage,56,Medium Risk,65
3005307,2023531,1023531,03-09-25,Hospitalization,6690,5793,Settled,05-04-25,Metro Hospital,64,Medium Risk,56
3005318,2023570,1023570,8-28-2024,Accident,24209,18277,Settled,9-30-2024,Local Provider,58,Medium Risk,33
3005338,2023657,1023657,04-05-26,Damage,31335,24876,Settled,06-02-26,Metro Hospital,57,Medium Risk,58
3005351,2023754,1023754,11-26-2024,Property Damage,11673,10044,Settled,1-24-2025,AutoCare Garage,61,Medium Risk,59
3005407,2023977,1023977,12-31-2025,Fire,8044,7271,Settled,1-30-2026,City Care,58,Medium Risk,30
3005421,2024035,1024035,6-15-2025,Property Damage,12591,11169,Settled,07-10-25,Fortis Partner,57,Medium Risk,25
3005422,2024036,1024036,08-07-25,Damage,25848,22579,Settled,08-10-25,City Care,67,Medium Risk,3
3005430,2024075,1024075,10-01-25,Theft,9863,7343,Settled,12-14-2025,Apollo Partner,67,Medium Risk,74
3005437,2024108,1024108,05-12-25,Damage,79974,69573,Settled,6-24-2025,Apollo Partner,57,Medium Risk,43
3005444,2024136,1024136,8-30-2024,Travel Delay,9602,6517,Settled,9-20-2024,City Care,62,Medium Risk,21
3005461,2024213,1024213,04-12-24,Fire,55575,50524,Settled,5-25-2024,Max Partner,61,Medium Risk,43
3005470,2024250,1024250,3-28-2024,Property Damage,108319,99431,Settled,5-15-2024,Metro Hospital,54,Medium Risk,48
3005482,2024315,1024315,10-05-25,Accident,84824,67592,Settled,11-17-2025,Prime Garage,69,Medium Risk,43
3005514,2024476,1024476,6-19-2025,Travel Delay,22217,19533,Settled,6-23-2025,Local Provider,66,Medium Risk,4
3005648,2025041,1025041,11-17-2024,Damage,9989,7996,Settled,12-17-2024,Local Provider,52,Medium Risk,30
3005656,2025083,1025083,12-11-24,Accident,45777,33518,Settled,12-28-2024,Local Provider,68,Medium Risk,17
3005674,2025150,1025150,10-26-2025,Hospitalization,14213,10197,Settled,11-08-25,City Care,65,Medium Risk,13
3005687,2025198,1025198,2-13-2025,Damage,7123,5283,Settled,03-07-25,Prime Garage,58,Medium Risk,22
3005712,2025314,1025314,05-07-25,Property Damage,10071,7446,Settled,06-11-25,City Care,67,Medium Risk,35
3005766,2025631,1025631,12-01-24,Travel Delay,38068,26259,Settled,12-12-24,Max Partner,65,Medium Risk,11
3005776,2025663,1025663,3-13-2026,Fire,54033,50583,Settled,05-06-26,Fortis Partner,54,Medium Risk,54
3005793,2025757,1025757,9-14-2025,Travel Delay,9854,8229,Settled,10-28-2025,Prime Garage,54,Medium Risk,44
3005819,2025878,1025878,09-09-25,Property Damage,12373,12061,Settled,11-09-25,AutoCare Garage,56,Medium Risk,61
3005840,2025962,1025962,2-22-2026,Travel Delay,34666,23216,Settled,04-03-26,Metro Hospital,65,Medium Risk,40
3005843,2025976,1025976,8-23-2025,Damage,30815,23481,Settled,10-12-25,Apollo Partner,54,Medium Risk,50
3005914,2026299,1026299,7-13-2025,Property Damage,43902,30031,Settled,7-28-2025,Apollo Partner,52,Medium Risk,15
3005987,2026612,1026612,6-20-2024,Property Damage,59542,58295,Settled,08-01-24,AutoCare Garage,54,Medium Risk,42
3005994,2026655,1026655,08-06-25,Theft,29678,21894,Settled,10-02-25,Apollo Partner,63,Medium Risk,57
3006061,2026989,1026989,11-19-2025,Theft,8057,7677,Settled,01-03-26,Local Provider,67,Medium Risk,45
3006102,2027188,1027188,7-28-2025,Hospitalization,21840,17764,Settled,09-07-25,Metro Hospital,62,Medium Risk,41
3006117,2027268,1027268,10-22-2025,Accident,9776,8076,Settled,11-22-2025,Max Partner,57,Medium Risk,31
3006206,2027697,1027697,09-06-24,Travel Delay,32072,22742,Settled,09-10-24,Max Partner,60,Medium Risk,4
3006213,2027733,1027733,4-14-2025,Damage,22395,21095,Settled,06-03-25,AutoCare Garage,60,Medium Risk,50
3006320,2028212,1028212,3-16-2025,Damage,21634,15744,Settled,05-09-25,Max Partner,57,Medium Risk,54
3006348,2028319,1028319,10-03-24,Damage,14783,11520,Settled,12-15-2024,Apollo Partner,52,Medium Risk,73
3006351,2028333,1028333,1-31-2026,Travel Delay,24275,18204,Settled,03-08-26,Max Partner,52,Medium Risk,36
3006405,2028537,1028537,11-28-2025,Damage,25179,21456,Settled,01-10-26,City Care,57,Medium Risk,43
3006420,2028601,1028601,6-22-2024,Damage,32719,24651,Settled,6-27-2024,Local Provider,60,Medium Risk,5
3006478,2028863,1028863,10-13-2024,Hospitalization,92435,61154,Settled,11-02-24,Fortis Partner,60,Medium Risk,20
3006520,2029073,1029073,2-17-2025,Damage,31799,23252,Settled,4-30-2025,Max Partner,58,Medium Risk,72
3006533,2029139,1029139,9-17-2025,Damage,35850,34236,Settled,10-30-2025,Metro Hospital,57,Medium Risk,43
3006576,2029322,1029322,7-20-2024,Damage,20118,18125,Settled,10-01-24,Apollo Partner,69,Medium Risk,73
3006689,2029794,1029794,9-27-2024,Accident,13379,11579,Settled,11-23-2024,City Care,56,Medium Risk,57
3006816,2030328,1030328,04-02-24,Fire,44550,32801,Settled,5-22-2024,Fortis Partner,59,Medium Risk,50
3006846,2030467,1030467,1-20-2025,Theft,33548,28364,Settled,02-02-25,Metro Hospital,63,Medium Risk,13
3006867,2030576,1030576,11-28-2025,Accident,3949,3106,Settled,1-19-2026,Prime Garage,56,Medium Risk,52
3006901,2030729,1030729,05-01-26,Fire,37236,36603,Settled,07-02-26,Metro Hospital,60,Medium Risk,62
3006911,2030763,1030763,8-25-2025,Property Damage,8549,5861,Settled,10-20-2025,Fortis Partner,54,Medium Risk,56
3006937,2030884,1030884,12-11-24,Damage,11181,9595,Settled,12-20-2024,City Care,54,Medium Risk,9
3007046,2031397,1031397,8-29-2024,Travel Delay,32935,32873,Settled,10-28-2024,Max Partner,63,Medium Risk,60
3007048,2031406,1031406,5-15-2026,Property Damage,29345,24744,Settled,06-06-26,Prime Garage,62,Medium Risk,22
3007128,2031821,1031821,10-27-2025,Property Damage,27361,24382,Settled,12-16-2025,City Care,66,Medium Risk,50
3007131,2031839,1031839,04-01-26,Accident,6124,5761,Settled,06-03-26,Prime Garage,62,Medium Risk,63
3007162,2031971,1031971,04-04-25,Hospitalization,86217,64629,Settled,4-29-2025,AutoCare Garage,60,Medium Risk,25
3007167,2031989,1031989,4-13-2024,Fire,14529,10743,Settled,06-04-24,Fortis Partner,60,Medium Risk,52
3007210,2032193,1032193,04-12-24,Damage,46579,38817,Settled,4-16-2024,Fortis Partner,62,Medium Risk,4
3007248,2032370,1032370,10-01-24,Accident,57599,43020,Settled,10-15-2024,Metro Hospital,56,Medium Risk,14
3007262,2032435,1032435,05-11-24,Fire,20383,18847,Settled,06-02-24,AutoCare Garage,61,Medium Risk,22
3007308,2032631,1032631,1-22-2025,Hospitalization,27281,20926,Settled,2-28-2025,AutoCare Garage,60,Medium Risk,37
3007371,2032866,1032866,8-23-2025,Fire,16669,14820,Settled,9-27-2025,Prime Garage,69,Medium Risk,35
3007401,2032977,1032977,3-19-2024,Property Damage,18322,18115,Settled,04-12-24,Max Partner,57,Medium Risk,24
3007439,2033170,1033170,12-01-24,Damage,18257,12638,Settled,12-10-24,Apollo Partner,57,Medium Risk,9
3007481,2033405,1033405,07-11-24,Damage,13228,9105,Settled,9-23-2024,AutoCare Garage,60,Medium Risk,74
3007526,2033596,1033596,8-18-2025,Accident,22634,22032,Settled,09-07-25,AutoCare Garage,60,Medium Risk,20
3007556,2033728,1033728,12-06-24,Damage,46402,42949,Settled,1-27-2025,Fortis Partner,54,Medium Risk,52
3007603,2033989,1033989,02-11-26,Theft,14715,13121,Settled,04-06-26,Fortis Partner,54,Medium Risk,54
3007639,2034202,1034202,09-03-25,Theft,12393,9110,Settled,11-08-25,Max Partner,68,Medium Risk,66
3007803,2034914,1034914,10-04-24,Accident,6763,5359,Settled,11-07-24,Local Provider,67,Medium Risk,34
3007833,2035042,1035042,10-10-25,Accident,6867,4710,Settled,10-23-2025,Apollo Partner,59,Medium Risk,13
3007866,2035167,1035167,6-20-2024,Damage,89249,75424,Settled,7-24-2024,Max Partner,61,Medium Risk,34
3007877,2035204,1035204,09-07-24,Theft,6733,6313,Settled,9-24-2024,Apollo Partner,65,Medium Risk,17
3007881,2035218,1035218,7-25-2024,Accident,19775,19125,Settled,8-24-2024,City Care,54,Medium Risk,30
3007888,2035249,1035249,12-17-2025,Fire,13956,11800,Settled,1-22-2026,Max Partner,52,Medium Risk,36
3007929,2035417,1035417,12-31-2024,Hospitalization,57911,50868,Settled,03-10-25,Fortis Partner,60,Medium Risk,69
3007966,2035581,1035581,12-23-2024,Theft,8892,8099,Settled,1-21-2025,Local Provider,57,Medium Risk,29
3007967,2035587,1035587,3-31-2025,Fire,33881,25915,Settled,05-12-25,Local Provider,61,Medium Risk,42
3007973,2035606,1035606,8-15-2026,Property Damage,32639,31533,Settled,09-12-26,Apollo Partner,56,Medium Risk,28
3007988,2035679,1035679,6-23-2025,Property Damage,13666,12690,Settled,08-04-25,City Care,58,Medium Risk,42
3008009,2035768,1035768,01-01-26,Theft,56628,51011,Settled,2-15-2026,Max Partner,59,Medium Risk,45
3008020,2035800,1035800,09-08-25,Hospitalization,21106,20696,Settled,10-16-2025,AutoCare Garage,54,Medium Risk,38
3008036,2035861,1035861,8-15-2024,Theft,43776,32693,Settled,10-12-24,Local Provider,52,Medium Risk,58
3008045,2035895,1035895,3-19-2025,Travel Delay,28200,20102,Settled,05-05-25,Max Partner,58,Medium Risk,47
3008074,2036027,1036027,10-24-2025,Property Damage,6510,5074,Settled,11-02-25,Apollo Partner,62,Medium Risk,9
3008168,2036433,1036433,01-12-26,Damage,66119,59903,Settled,1-28-2026,Fortis Partner,63,Medium Risk,16
3008277,2036908,1036908,1-30-2026,Damage,4666,4069,Settled,04-05-26,Metro Hospital,65,Medium Risk,65
3008335,2037182,1037182,09-02-25,Theft,22188,20241,Settled,10-04-25,Local Provider,68,Medium Risk,32
3008371,2037319,1037319,10-06-24,Property Damage,15738,15498,Settled,10-21-2024,Metro Hospital,57,Medium Risk,15
3008421,2037511,1037511,09-02-24,Damage,22919,19627,Settled,11-02-24,Fortis Partner,69,Medium Risk,61
3008489,2037813,1037813,9-17-2024,Fire,7279,6602,Settled,11-22-2024,AutoCare Garage,60,Medium Risk,66
3008553,2038125,1038125,01-08-25,Hospitalization,82968,76137,Settled,02-08-25,Prime Garage,58,Medium Risk,31
3008610,2038327,1038327,11-17-2024,Travel Delay,41635,34916,Settled,12-23-2024,Apollo Partner,62,Medium Risk,36
3008746,2038978,1038978,10-28-2024,Accident,3000,2040,Settled,01-08-25,Apollo Partner,68,Medium Risk,72
3008827,2039421,1039421,03-01-26,Property Damage,21310,17412,Settled,3-17-2026,Fortis Partner,65,Medium Risk,16
3008895,2039687,1039687,10-03-25,Accident,3913,3732,Settled,10-28-2025,City Care,69,Medium Risk,25
3008896,2039694,1039694,01-12-26,Theft,64169,49084,Settled,3-16-2026,Prime Garage,66,Medium Risk,63
3008943,2039941,1039941,08-11-25,Travel Delay,11363,8253,Settled,9-25-2025,Prime Garage,57,Medium Risk,45
3008992,2040212,1040212,2-25-2025,Theft,11991,9624,Settled,3-17-2025,AutoCare Garage,52,Medium Risk,20
3009021,2040344,1040344,08-11-26,Property Damage,76514,74267,Settled,10-11-26,Local Provider,56,Medium Risk,61
3009043,2040445,1040445,10-02-24,Damage,10859,9575,Settled,10-10-24,Prime Garage,54,Medium Risk,8
3009044,2040449,1040449,5-27-2026,Damage,6099,5111,Settled,6-27-2026,Fortis Partner,60,Medium Risk,31
3009082,2040611,1040611,06-04-25,Property Damage,14102,10610,Settled,7-23-2025,Local Provider,56,Medium Risk,49
3009157,2040945,1040945,05-01-26,Property Damage,23736,18381,Settled,06-11-26,Prime Garage,62,Medium Risk,41
3009162,2040972,1040972,2-20-2025,Damage,59246,47253,Settled,3-27-2025,AutoCare Garage,54,Medium Risk,35
3009189,2041097,1041097,08-12-24,Property Damage,56194,42796,Settled,10-04-24,Metro Hospital,57,Medium Risk,53
3009246,2041356,1041356,09-03-25,Travel Delay,11382,9691,Settled,10-13-2025,AutoCare Garage,69,Medium Risk,40
3009253,2041390,1041390,5-29-2025,Hospitalization,67404,66394,Settled,06-04-25,Fortis Partner,54,Medium Risk,6
3009277,2041469,1041469,06-12-25,Travel Delay,53682,36545,Settled,6-24-2025,AutoCare Garage,54,Medium Risk,12
3009278,2041470,1041470,12-24-2024,Hospitalization,15201,13868,Settled,02-01-25,Apollo Partner,60,Medium Risk,39
3009346,2041760,1041760,7-16-2026,Damage,26408,24096,Settled,7-29-2026,Prime Garage,54,Medium Risk,13
3009403,2042022,1042022,10-17-2025,Accident,15250,13970,Settled,12-27-2025,Local Provider,58,Medium Risk,71
3009405,2042030,1042030,1-19-2025,Fire,17453,15647,Settled,2-17-2025,Max Partner,58,Medium Risk,29
3009412,2042063,1042063,5-24-2026,Property Damage,23811,16002,Settled,07-09-26,City Care,54,Medium Risk,46
3009422,2042121,1042121,06-11-25,Damage,89777,67829,Settled,7-30-2025,Metro Hospital,62,Medium Risk,49
3009447,2042255,1042255,01-05-25,Theft,27818,21862,Settled,1-24-2025,Metro Hospital,56,Medium Risk,19
3009480,2042374,1042374,9-23-2025,Damage,19848,16716,Settled,11-12-25,Local Provider,56,Medium Risk,50
3009513,2042500,1042500,08-12-24,Theft,37060,35350,Settled,9-15-2024,Fortis Partner,59,Medium Risk,34
3009590,2042886,1042886,2-24-2025,Travel Delay,20431,15670,Settled,05-01-25,Apollo Partner,69,Medium Risk,66
3009636,2043134,1043134,02-11-26,Fire,6841,5368,Settled,03-02-26,Prime Garage,59,Medium Risk,19
3009667,2043258,1043258,8-30-2026,Fire,97311,63938,Settled,09-10-26,Apollo Partner,57,Medium Risk,11
3009670,2043273,1043273,6-16-2025,Accident,6125,4914,Settled,07-05-25,Max Partner,60,Medium Risk,19
3009686,2043323,1043323,1-20-2026,Theft,31575,26145,Settled,3-13-2026,Max Partner,56,Medium Risk,52
3009706,2043383,1043383,10-03-25,Theft,24383,20337,Settled,11-19-2025,Fortis Partner,66,Medium Risk,47
3009728,2043488,1043488,12-18-2024,Travel Delay,30887,25964,Settled,1-19-2025,Prime Garage,54,Medium Risk,32
3009839,2043994,1043994,10-12-24,Damage,29503,22394,Settled,12-14-2024,City Care,56,Medium Risk,63
3009849,2044060,1044060,03-05-25,Theft,35052,23593,Settled,04-07-25,Fortis Partner,67,Medium Risk,33
3009870,2044161,1044161,01-01-26,Fire,35175,33122,Settled,03-04-26,Metro Hospital,66,Medium Risk,62
3009959,2044554,1044554,08-07-25,Damage,13811,10125,Settled,9-28-2025,Fortis Partner,57,Medium Risk,52
3010030,2044838,1044838,6-27-2026,Hospitalization,42230,36284,Settled,07-10-26,Metro Hospital,64,Medium Risk,13
3010035,2044855,1044855,11-04-25,Property Damage,8889,8500,Settled,12-05-25,AutoCare Garage,61,Medium Risk,31
3010105,2045195,1045195,12-26-2024,Fire,81322,70974,Settled,2-23-2025,Prime Garage,62,Medium Risk,59
3010146,2045394,1045394,05-08-25,Fire,13968,11379,Settled,7-13-2025,Max Partner,52,Medium Risk,66
3010197,2045599,1045599,3-15-2024,Theft,7951,5869,Settled,5-17-2024,AutoCare Garage,57,Medium Risk,63
